"measurementscale","fallwinterspring","grade","RIT","school_percentile"
"General Science","Spring",2,196,95
"General Science","Spring",3,204,95
"General Science","Spring",4,211,95
"General Science","Spring",5,217,95
"General Science","Spring",6,218,95
"General Science","Spring",7,221,95
"General Science","Spring",8,224,95
"General Science","Spring",9,226,95
"General Science","Spring",10,227,95
"General Science","Spring",11,95,95
